ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
15534	"ENSG00000128513"	"POT1"	chr7	-	124870910	124871041	124863349	124863640	124892265	124892380	15534	26	0	11	2	200	100	0.0174906269745	0.104959936025	1.0	0.733	0.267
15535	"ENSG00000128513"	"POT1"	chr7	-	124892701	124892815	124892373	124892380	124897164	124897212	15535	3	17	2	16	200	100	0.647932641856	0.874157289599	0.081	0.059	0.022
15538	"ENSG00000162337"	"LRP5"	chr11	+	68404222	68404416	68403482	68403699	68406523	68406813	15538	1	79	0	82	200	100	1	1.0	0.006	0.0	0.006
15540	"ENSG00000138678"	"GPAT3"	chr4	+	83598643	83598723	83598050	83598179	83604667	83605872	15540	58	0	120	4	179	100	0.067370207463	0.257156189081	1.0	0.944	0.056
15541	"ENSG00000163319"	"MRPS18C"	chr4	+	83458345	83458429	83456908	83456958	83459739	83459797	15541	259	2	158	1	183	100	0.658392015007	0.882939146935	0.986	0.989	-0.003
15544	"ENSG00000163319"	"MRPS18C"	chr4	+	83459739	83459797	83458345	83458429	83460972	83461032	15544	273	4	159	0	157	100	0.430545811446	0.707082957279	0.978	1.0	-0.022
15556	"ENSG00000173085"	"COQ2"	chr4	-	83267089	83267208	83263823	83264363	83267585	83267774	15556	1	42	1	11	200	100	0.292361121085	0.595551609579	0.012	0.043	-0.031
15557	"ENSG00000173085"	"COQ2"	chr4	-	83269859	83269993	83267585	83267774	83272086	83272172	15557	125	1	65	2	200	100	0.238723269316	0.577871523455	0.984	0.942	0.042
15560	"ENSG00000138663"	"COPS4"	chr4	+	83065059	83065155	83063075	83063246	83066437	83066553	15560	5	102	2	39	195	100	0.916724819387	1.0	0.025	0.026	-0.001
15562	"ENSG00000138663"	"COPS4"	chr4	+	83073205	83073353	83068437	83068522	83075296	83075756	15562	19	105	13	56	200	100	0.609302279126	0.844771631376	0.083	0.104	-0.021
15567	"ENSG00000116698"	"SMG7"	chr1	+	183502252	183502391	183472477	183472649	183512836	183512868	15567	18	13	13	7	200	100	0.612140531031	0.847241515857	0.409	0.481	-0.072
15568	"ENSG00000116698"	"SMG7"	chr1	+	183512836	183512868	183472215	183472649	183515873	183515894	15568	27	1	17	0	131	100	0.270603113271	0.587473787587	0.954	1.0	-0.046
15569	"ENSG00000116698"	"SMG7"	chr1	+	183527625	183527731	183526595	183526767	183527955	183528027	15569	2	75	3	45	200	100	0.333028455128	0.627124863916	0.013	0.032	-0.019
15570	"ENSG00000116698"	"SMG7"	chr1	+	183545965	183546337	183544929	183545312	183549207	183549288	15570	48	1	48	2	200	100	0.429539647316	0.706209528999	0.96	0.923	0.037
15571	"ENSG00000116698"	"SMG7"	chr1	+	183547102	183547252	183545965	183546337	183549207	183549288	15571	37	12	57	14	200	100	0.548558572832	0.801346446668	0.607	0.671	-0.064
15574	"ENSG00000168152"	"THAP9"	chr4	+	82905860	82905926	82904735	82904931	82906323	82906627	15574	0	6	4	7	165	100	0.00498551807536	0.0459002379694	0.0	0.257	-0.257
15576	"ENSG00000168152"	"THAP9"	chr4	+	82910696	82910811	82907784	82907935	82916943	82917040	15576	1	10	2	2	200	100	0.120026408272	0.379525250913	0.048	0.333	-0.285
15595	"ENSG00000249307"	"LINC01088"	chr4	+	78972999	78973052	78971747	78971876	79086095	79086262	15595	3	5	5	2	152	100	0.133419488692	0.406756738671	0.283	0.622	-0.339
15596	"ENSG00000249307"	"LINC01088"	chr4	+	79195835	79195932	79086095	79086262	79306690	79306728	15596	7	2	9	0	196	100	0.0144279001899	0.0913533267188	0.641	1.0	-0.359
15598	"ENSG00000138756"	"BMP2K"	chr4	+	78847187	78847269	78844927	78845049	78850923	78851056	15598	67	2	32	0	181	100	0.257436480289	0.582739837717	0.949	1.0	-0.051
15600	"ENSG00000138756"	"BMP2K"	chr4	+	78887173	78887284	78878733	78878891	78910609	78912185	15600	57	2	51	0	200	100	0.197923597853	0.535642621871	0.934	1.0	-0.066
15601	"ENSG00000138772"	"ANXA3"	chr4	+	78552184	78552345	78551826	78551859	78554435	78554488	15601	1	97	2	100	200	100	1	1.0	0.005	0.01	-0.005
15604	"ENSG00000138772"	"ANXA3"	chr4	+	78582176	78582290	78579026	78579121	78586259	78586350	15604	236	1	249	0	200	100	1	1.0	0.992	1.0	-0.008
15605	"ENSG00000138772"	"ANXA3"	chr4	+	78601509	78601568	78597072	78597414	78604276	78604399	15605	178	0	171	1	158	100	1	1.0	1.0	0.991	0.009
15611	"ENSG00000164305"	"CASP3"	chr4	-	184648464	184648631	184638400	184638468	184649394	184649447	15611	3	1	2	6	200	100	0.0589350679083	0.236148126774	0.6	0.143	0.457
15612	"ENSG00000164305"	"CASP3"	chr4	-	184648502	184648631	184638400	184638468	184649394	184649447	15612	2	1	1	6	200	100	0.0944465895877	0.322411515455	0.5	0.077	0.423
15615	"ENSG00000138668"	"HNRNPD"	chr4	-	82354894	82355001	82353833	82354154	82355303	82355401	15615	0	86	1	71	200	100	1	1.0	0.0	0.007	-0.007
15616	"ENSG00000138668"	"HNRNPD"	chr4	-	82356536	82356683	82355248	82355401	82356795	82356895	15616	54	12	37	34	200	100	0.000362364902451	0.00773094577962	0.692	0.352	0.34
15618	"ENSG00000138668"	"HNRNPD"	chr4	-	82371527	82371584	82359470	82359639	82373445	82373486	15618	49	1	16	7	156	100	0.000187043949169	0.00487952950748	0.969	0.594	0.375
15619	"ENSG00000106610"	"STAG3L4"	chr7	+	67308576	67308652	67305986	67306083	67308934	67309139	15619	0	49	2	19	175	100	0.547444362143	0.801215216592	0.0	0.057	-0.057
15620	"ENSG00000106610"	"STAG3L4"	chr7	+	67308576	67309139	67305986	67306083	67309563	67309715	15620	28	8	17	1	200	100	0.0387051356194	0.178765753789	0.636	0.895	-0.259
15621	"ENSG00000106610"	"STAG3L4"	chr7	+	67308934	67309139	67305986	67306083	67309563	67309715	15621	77	8	34	1	200	100	0.0710595833404	0.26630096281	0.828	0.944	-0.116
15623	"ENSG00000189157"	"FAM47E"	chr4	+	76256177	76256523	76251740	76251820	76263703	76263843	15623	14	20	11	6	200	100	0.112725772511	0.364278968368	0.259	0.478	-0.219
15624	"ENSG00000189157"	"FAM47E"	chr4	+	76268659	76268768	76263703	76263843	76271567	76271768	15624	7	1	4	1	200	100	0.663615459083	0.886872955883	0.778	0.667	0.111
15625	"ENSG00000189157"	"FAM47E"	chr4	+	76268659	76268813	76263703	76263843	76271567	76271768	15625	5	1	2	1	200	100	0.471483564418	0.743594949022	0.714	0.5	0.214
15631	"ENSG00000169814"	"BTD"	chr3	+	15632590	15632866	15601800	15601894	15635423	15635429	15631	2	4	0	1	200	100	0.0652040010658	0.252247995214	0.2	0.0	0.2
15640	"ENSG00000137710"	"RDX"	chr11	-	110263959	110264234	110258105	110258189	110272535	110272619	15640	129	3	72	0	200	100	0.141715427526	0.423297326382	0.956	1.0	-0.044
15641	"ENSG00000137710"	"RDX"	chr11	-	110264778	110264874	110263959	110264234	110272535	110272619	15641	339	5	194	2	195	100	0.496912401406	0.76524876948	0.972	0.98	-0.008
15647	"ENSG00000198301"	"SDAD1"	chr4	-	75977645	75977756	75975923	75975995	75981371	75981470	15647	48	1	27	0	200	100	0.286663880848	0.592892919399	0.96	1.0	-0.04
15648	"ENSG00000238198"	"AL357055.3"	chr1	-	113048422	113048561	113011686	113013839	113072938	113073105	15648	1	0	1	2	200	100	0.00084578088307	0.0139727871681	1.0	0.2	0.8
15649	"ENSG00000138744"	"NAAA"	chr4	-	75914867	75914985	75913656	75914338	75919908	75919975	15649	3	2	0	1	200	100	0.00717053518162	0.0586954215274	0.429	0.0	0.429
15650	"ENSG00000138744"	"NAAA"	chr4	-	75918760	75918789	75914867	75914985	75919908	75919975	15650	7	3	4	0	128	100	0.00597483137264	0.0521085293436	0.646	1.0	-0.354
15651	"ENSG00000116679"	"IVNS1ABP"	chr1	-	185306484	185306625	185305535	185305643	185307013	185307139	15651	6	66	17	53	200	100	0.00914359500892	0.0687428470937	0.043	0.138	-0.095
15652	"ENSG00000138768"	"USO1"	chr4	+	75760593	75760605	75757496	75757573	75770438	75770539	15652	63	31	45	17	111	100	0.470382731964	0.742749929229	0.647	0.705	-0.058
15653	"ENSG00000138768"	"USO1"	chr4	+	75795335	75795356	75793689	75793901	75799621	75799732	15653	96	84	65	29	120	100	0.0228527669355	0.126418013271	0.488	0.651	-0.163
15654	"ENSG00000138768"	"USO1"	chr4	+	75812159	75812375	75810431	75810539	75813205	75814213	15654	254	0	169	1	200	100	1	1.0	1.0	0.988	0.012
15658	"ENSG00000138757"	"G3BP2"	chr4	-	75653982	75654081	75648638	75648741	75655065	75655246	15658	40	46	43	31	198	100	0.176417815137	0.494531940085	0.305	0.412	-0.107
15660	"ENSG00000138757"	"G3BP2"	chr4	-	75661930	75662049	75658842	75658924	75673207	75673401	15660	247	2	179	0	200	100	0.551393329941	0.803498501768	0.984	1.0	-0.016
15661	"ENSG00000138757"	"G3BP2"	chr4	-	75661930	75662073	75658842	75658924	75673207	75673387	15661	213	2	150	0	200	100	0.529608439151	0.791852087076	0.982	1.0	-0.018
15663	"ENSG00000138757"	"G3BP2"	chr4	-	75694797	75694929	75661930	75662049	75724055	75724176	15663	17	6	14	0	200	100	0.000464545079063	0.00937364726814	0.586	1.0	-0.414
15664	"ENSG00000138757"	"G3BP2"	chr4	-	75694797	75694929	75661930	75662049	75724275	75724445	15664	15	7	6	8	200	100	0.112784702263	0.364278968368	0.517	0.273	0.244
15665	"ENSG00000138757"	"G3BP2"	chr4	-	75724055	75724176	75661930	75662049	75724275	75724375	15665	27	7	9	8	200	100	0.0444063221718	0.196435776602	0.659	0.36	0.299
15666	"ENSG00000138757"	"G3BP2"	chr4	-	75724055	75724176	75694797	75694929	75724275	75724375	15666	29	6	18	1	200	100	0.102153649209	0.339708146795	0.707	0.9	-0.193
15668	"ENSG00000243989"	"ACY1"	chr3	+	51985206	51985271	51984046	51984158	51985360	51985465	15668	110	0	86	1	164	100	0.46386952592	0.736846242819	1.0	0.981	0.019
15677	"ENSG00000243989"	"ACY1"	chr3	+	51987146	51987196	51986931	51987061	51987308	51987379	15677	36	2	23	0	149	100	0.135704996607	0.411674008349	0.924	1.0	-0.076
15678	"ENSG00000243989"	"ACY1"	chr3	+	51987308	51987453	51986931	51987061	51987555	51987624	15678	29	0	30	1	200	100	0.245609218007	0.57865679908	1.0	0.938	0.062
15680	"ENSG00000169116"	"PARM1"	chr4	+	75012424	75013150	74933115	74933370	75033882	75033961	15680	993	3	384	0	200	100	1	1.0	0.994	1.0	-0.006
15690	"ENSG00000189184"	"PCDH18"	chr4	-	137529601	137531742	137528731	137528817	137532254	137532494	15690	9	3	6	1	200	100	0.487469344649	0.756228636016	0.6	0.75	-0.15
15691	"ENSG00000184584"	"TMEM173"	chr5	-	139477328	139477515	139475533	139476454	139478269	139478508	15691	116	6	101	1	200	100	0.0336799750948	0.162581148883	0.906	0.981	-0.075
15692	"ENSG00000184584"	"TMEM173"	chr5	-	139479103	139479204	139478461	139478508	139480789	139480898	15692	5	43	0	51	200	100	0.0226752961408	0.125736598233	0.055	0.0	0.055
15693	"ENSG00000184584"	"TMEM173"	chr5	-	139481158	139481342	139480789	139480898	139482209	139482302	15693	93	0	57	1	200	100	0.307659428658	0.606703229039	1.0	0.966	0.034
15694	"ENSG00000184584"	"TMEM173"	chr5	-	139481158	139481704	139480789	139480898	139482209	139482296	15694	251	0	165	1	200	100	1	1.0	1.0	0.988	0.012
15695	"ENSG00000184584"	"TMEM173"	chr5	-	139481477	139481704	139481158	139481342	139482209	139482302	15695	304	14	193	6	200	100	0.378886481651	0.660987723957	0.916	0.941	-0.025
15703	"ENSG00000173542"	"MOB1B"	chr4	+	70950699	70950811	70902377	70902550	70958873	70959040	15703	1	21	0	10	200	100	0.381701596192	0.663690937074	0.023	0.0	0.023
15704	"ENSG00000173542"	"MOB1B"	chr4	+	70979127	70979291	70975152	70975286	70981979	70982242	15704	40	1	42	0	200	100	0.266538124729	0.585182291116	0.952	1.0	-0.048
15705	"ENSG00000183077"	"AFMID"	chr17	+	78192636	78192785	78190969	78191060	78202498	78202603	15705	0	8	4	20	200	100	0.0400181982312	0.182525016177	0.0	0.091	-0.091
15707	"ENSG00000183077"	"AFMID"	chr17	+	78202702	78202751	78190969	78191060	78206910	78207187	15707	7	3	2	2	148	100	0.390449174165	0.671145835615	0.612	0.403	0.209
15708	"ENSG00000183077"	"AFMID"	chr17	+	78204655	78204741	78202702	78202751	78204827	78204852	15708	10	5	8	17	185	100	0.0290520509047	0.147879059001	0.519	0.203	0.316
15709	"ENSG00000183077"	"AFMID"	chr17	+	78204827	78204900	78202702	78202751	78205092	78205190	15709	5	0	17	1	172	100	0.25204909125	0.582739837717	1.0	0.908	0.092
15711	"ENSG00000183077"	"AFMID"	chr17	+	78204827	78204900	78202702	78202751	78205945	78206050	15711	8	38	26	38	172	100	0.0081426467164	0.0640714715578	0.109	0.285	-0.176
15713	"ENSG00000183077"	"AFMID"	chr17	+	78205092	78205190	78204827	78204900	78205439	78205518	15713	2	2	6	0	197	100	0.0019098010572	0.0239951134637	0.337	1.0	-0.663
15715	"ENSG00000183077"	"AFMID"	chr17	+	78205439	78205518	78204827	78204900	78205945	78206050	15715	2	10	0	9	178	100	0.10002891556	0.335047841223	0.101	0.0	0.101
15718	"ENSG00000183077"	"AFMID"	chr17	+	78205945	78206050	78202702	78202751	78206910	78207052	15718	59	7	67	17	200	100	0.100886892958	0.33689304659	0.808	0.663	0.145
15719	"ENSG00000112237"	"CCNC"	chr6	-	99544178	99544273	99542501	99543609	99545111	99545230	15719	8	17	5	17	194	100	0.455024657141	0.729903213755	0.195	0.132	0.063
15720	"ENSG00000112237"	"CCNC"	chr6	-	99544205	99544273	99543463	99543609	99545111	99545230	15720	7	17	3	17	167	100	0.222461281717	0.577026251382	0.198	0.096	0.102
15726	"ENSG00000054983"	"GALC"	chr14	-	87981413	87981447	87976357	87976488	87982204	87982243	15726	5	25	0	14	133	100	0.00878668605626	0.0671902024305	0.131	0.0	0.131
15730	"ENSG00000100628"	"ASB2"	chr14	-	93953351	93953507	93950998	93951244	93954316	93954483	15730	1207	1	298	0	200	100	1	1.0	0.998	1.0	-0.002
15731	"ENSG00000100628"	"ASB2"	chr14	-	93956765	93956870	93954316	93954483	93964333	93964612	15731	833	10	222	0	200	100	0.0991653442522	0.332959364631	0.977	1.0	-0.023
15733	"ENSG00000172172"	"MRPL13"	chr8	-	120432029	120432123	120425305	120425366	120443184	120443308	15733	255	2	128	0	193	100	0.572869842818	0.817854153726	0.985	1.0	-0.015
15734	"ENSG00000100084"	"HIRA"	chr22	-	19351357	19351446	19330697	19331556	19353355	19353519	15734	68	0	65	3	188	100	0.0474787603018	0.205193298721	1.0	0.92	0.08
15735	"ENSG00000166479"	"TMX3"	chr18	-	68680980	68681110	68679462	68679531	68682924	68682981	15735	88	1	43	0	200	100	0.396900486878	0.676603137135	0.978	1.0	-0.022
15736	"ENSG00000166479"	"TMX3"	chr18	-	68700404	68700485	68697930	68698031	68701744	68701790	15736	68	1	46	0	180	100	0.36079280201	0.648251207508	0.974	1.0	-0.026
15738	"ENSG00000166479"	"TMX3"	chr18	-	68701744	68701790	68700404	68700485	68710020	68710144	15738	58	1	46	0	145	100	0.372714047634	0.656785808407	0.976	1.0	-0.024
15740	"ENSG00000170854"	"RIOX2"	chr3	-	97949843	97950012	97947360	97947449	97950785	97950888	15740	22	0	19	1	200	100	0.232094394297	0.577871523455	1.0	0.905	0.095
15741	"ENSG00000170854"	"RIOX2"	chr3	-	97949843	97950015	97947360	97947449	97950785	97950888	15741	35	0	28	1	200	100	0.240572689978	0.577871523455	1.0	0.933	0.067
15742	"ENSG00000170854"	"RIOX2"	chr3	-	97952151	97952252	97950785	97950888	97954391	97954495	15742	2	39	0	23	200	100	0.537615734667	0.794091809802	0.025	0.0	0.025
15743	"ENSG00000170854"	"RIOX2"	chr3	-	97967161	97967632	97961588	97961708	97972380	97972451	15743	62	1	42	0	200	100	0.322843342776	0.618108444643	0.969	1.0	-0.031
15751	"ENSG00000083896"	"YTHDC1"	chr4	-	68332793	68332847	68332102	68332197	68333307	68333397	15751	37	2	39	3	153	100	0.64616557675	0.873002027598	0.924	0.895	0.029
15757	"ENSG00000134897"	"BIVM"	chr13	+	102805306	102805390	102800400	102800735	102807145	102807400	15757	56	1	23	0	183	100	0.320941474885	0.617473149576	0.968	1.0	-0.032
15778	"ENSG00000173599"	"PC"	chr11	-	66954248	66954436	66952295	66952468	66958321	66958370	15778	7	15	2	0	200	100	0.00122399774303	0.01780866092	0.189	1.0	-0.811
15784	"ENSG00000177045"	"SIX5"	chr19	-	45766349	45767155	45764784	45766111	45768041	45769226	15784	50	29	41	11	200	100	0.0619663748644	0.243798071593	0.463	0.651	-0.188
15790	"ENSG00000163322"	"FAM175A"	chr4	-	83463493	83463608	83459516	83462902	83467453	83467538	15790	20	0	16	1	200	100	0.236901658408	0.577871523455	1.0	0.889	0.111
15791	"ENSG00000163322"	"FAM175A"	chr4	-	83470202	83470396	83469031	83469151	83476642	83476679	15791	9	1	5	10	200	100	0.00113756294749	0.0171235431871	0.818	0.2	0.618
15793	"ENSG00000163322"	"FAM175A"	chr4	-	83483991	83484166	83482153	83482244	83484985	83485103	15793	1	11	8	11	200	100	0.010659558803	0.075702398411	0.043	0.267	-0.224
15802	"ENSG00000145088"	"EAF2"	chr3	+	121854686	121854823	121844452	121844547	121857010	121857156	15802	5	0	2	1	200	100	0.0271393419795	0.141352434838	1.0	0.5	0.5
15803	"ENSG00000165506"	"DNAAF2"	chr14	-	49628011	49628155	49625173	49626048	49633286	49635230	15803	33	3	26	0	200	100	0.0233640598488	0.128386862021	0.846	1.0	-0.154
15804	"ENSG00000123416"	"TUBA1B"	chr12	-	49129499	49129722	49129241	49129390	49131297	49131395	15804	2568	1	3283	0	200	100	1	1.0	0.999	1.0	-0.001
15808	"ENSG00000163453"	"IGFBP7"	chr4	-	57040823	57040933	57033194	57033311	57109876	57110385	15808	6570	2	3845	1	200	100	1	1.0	0.999	0.999	0.0
15809	"ENSG00000084092"	"NOA1"	chr4	-	56966619	56966736	56964405	56964526	56968383	56968515	15809	66	6	50	0	200	100	0.00210217329458	0.0255944510235	0.846	1.0	-0.154
15812	"ENSG00000174780"	"SRP72"	chr4	+	56483138	56483270	56478591	56478649	56484735	56484864	15812	113	0	107	4	200	100	0.0274159031531	0.142330531836	1.0	0.93	0.07
15813	"ENSG00000157426"	"AASDH"	chr4	-	56345126	56345290	56343561	56343684	56349262	56350058	15813	9	0	4	1	200	100	0.250671730826	0.581908991796	1.0	0.667	0.333
15820	"ENSG00000174799"	"CEP135"	chr4	+	55974745	55974969	55971269	55971408	55980142	55980295	15820	20	2	20	0	200	100	0.0498551099295	0.212034260635	0.833	1.0	-0.167
15822	"ENSG00000090989"	"EXOC1"	chr4	+	55891314	55891422	55890222	55890386	55892634	55892711	15822	59	2	49	0	200	100	0.201388900732	0.541994870701	0.937	1.0	-0.063
15832	"ENSG00000180370"	"PAK2"	chr3	+	196827195	196827333	196820370	196820567	196828318	196832647	15832	182	0	161	1	200	100	1	1.0	1.0	0.988	0.012
15833	"ENSG00000185015"	"CA13"	chr8	+	85224954	85225295	85220926	85221125	85230084	85230200	15833	1	1	1	0	200	100	0.0123733512596	0.0829293034261	0.333	1.0	-0.667
15836	"ENSG00000128039"	"SRD5A3"	chr4	+	55364073	55364271	55359345	55359488	55369831	55369975	15836	4	1	8	0	200	100	0.249155447356	0.581820514365	0.667	1.0	-0.333
15837	"ENSG00000128039"	"SRD5A3"	chr4	+	55367587	55367722	55364073	55364271	55369831	55373096	15837	49	0	45	1	200	100	0.278123700695	0.588071659291	1.0	0.957	0.043
15838	"ENSG00000005379"	"TSPOAP1"	chr17	-	58304337	58304399	58301230	58302447	58305060	58305171	15838	15	2	9	0	161	100	0.0550195545414	0.225824928908	0.823	1.0	-0.177
15841	"ENSG00000005379"	"TSPOAP1"	chr17	-	58320108	58320129	58319089	58319294	58320530	58320581	15841	17	13	4	1	120	100	0.165402064578	0.471827101966	0.521	0.769	-0.248
15842	"ENSG00000005379"	"TSPOAP1"	chr17	-	58323467	58323545	58323297	58323381	58324810	58325002	15842	10	1	1	0	177	100	0.487088744679	0.755928657143	0.85	1.0	-0.15
15845	"ENSG00000134853"	"PDGFRA"	chr4	+	54240037	54240115	54229292	54229415	54258756	54258817	15845	1	23	0	7	177	100	0.374471633654	0.658357517871	0.024	0.0	0.024
15847	"ENSG00000134853"	"PDGFRA"	chr4	+	54277895	54278006	54277175	54277492	54278361	54278515	15847	120	1	56	0	200	100	0.532750642754	0.791956903411	0.984	1.0	-0.016
15848	"ENSG00000134853"	"PDGFRA"	chr4	+	54278818	54278971	54278361	54278515	54280315	54280482	15848	0	42	1	22	200	100	0.400607076056	0.679932732946	0.0	0.022	-0.022
15850	"ENSG00000145216"	"FIP1L1"	chr4	+	53379072	53379117	53377644	53377923	53379224	53379264	15850	56	49	42	24	144	100	0.215516369567	0.566726378412	0.442	0.549	-0.107
15851	"ENSG00000145216"	"FIP1L1"	chr4	+	53391429	53391498	53391008	53391139	53399729	53399839	15851	27	21	12	15	168	100	0.315121239764	0.6119235254	0.434	0.323	0.111
15852	"ENSG00000145216"	"FIP1L1"	chr4	+	53414614	53414722	53399729	53399839	53425871	53425965	15852	63	14	47	11	200	100	0.919866856549	1.0	0.692	0.681	0.011
15853	"ENSG00000145216"	"FIP1L1"	chr4	+	53440581	53440608	53428026	53428183	53442652	53442707	15853	10	30	4	25	126	100	0.2165006624	0.568634582733	0.209	0.113	0.096
15860	"ENSG00000109189"	"USP46"	chr4	-	52658173	52658281	52631063	52631144	52659114	52659275	15860	9	45	7	20	200	100	0.402715257475	0.681794381504	0.091	0.149	-0.058
15862	"ENSG00000109184"	"DCUN1D4"	chr4	+	51860542	51860663	51843102	51843267	51863436	51863507	15862	1	9	1	7	200	100	0.969561132668	1.0	0.053	0.067	-0.014
15864	"ENSG00000109184"	"DCUN1D4"	chr4	+	51887122	51887244	51886567	51886638	51891759	51891851	15864	6	40	2	25	200	100	0.316745529487	0.612623533138	0.07	0.038	0.032
15869	"ENSG00000109184"	"DCUN1D4"	chr4	+	51911069	51911174	51899269	51899378	51913289	51913392	15869	18	12	5	5	200	100	0.51380069722	0.781373759124	0.429	0.333	0.096
15870	"ENSG00000166741"	"NNMT"	chr11	+	114296427	114296710	114262847	114262934	114297950	114298158	15870	39	2	30	0	200	100	0.102932332791	0.341382397211	0.907	1.0	-0.093
15872	"ENSG00000109171"	"SLAIN2"	chr4	+	48394575	48394653	48383646	48383784	48420124	48420443	15872	226	22	132	18	177	100	0.3716336178	0.656056162407	0.853	0.806	0.047
15886	"ENSG00000145244"	"CORIN"	chr4	-	47603396	47603668	47600213	47600347	47623570	47623745	15886	167	1	17	0	200	100	1	1.0	0.988	1.0	-0.012
15887	"ENSG00000145244"	"CORIN"	chr4	-	47653552	47653660	47645080	47645194	47661710	47661856	15887	255	6	34	0	200	100	0.0748841440896	0.27611623906	0.955	1.0	-0.045
15888	"ENSG00000145244"	"CORIN"	chr4	-	47674392	47674500	47665031	47665263	47677937	47678054	15888	409	21	72	0	200	100	0.00217590649408	0.0261560524582	0.907	1.0	-0.093
15889	"ENSG00000145244"	"CORIN"	chr4	-	47680140	47680251	47677937	47678054	47683730	47683838	15889	352	21	62	0	200	100	0.00180747663115	0.0230569417991	0.893	1.0	-0.107
15890	"ENSG00000145244"	"CORIN"	chr4	-	47683730	47683838	47677937	47678054	47692969	47693083	15890	126	3	10	0	200	100	0.203949016968	0.546664738094	0.955	1.0	-0.045
15891	"ENSG00000145244"	"CORIN"	chr4	-	47692969	47693083	47679530	47683838	47744401	47744583	15891	292	7	28	0	200	100	0.0598384692856	0.238895432635	0.954	1.0	-0.046
15892	"ENSG00000145244"	"CORIN"	chr4	-	47786724	47786925	47763378	47763586	47806902	47807047	15892	501	9	77	2	200	100	0.640765074571	0.869425953254	0.965	0.951	0.014
15893	"ENSG00000145246"	"ATP10D"	chr4	+	47515475	47515670	47512503	47512830	47523011	47523216	15893	24	0	23	4	200	100	0.00278441154225	0.0309521649132	1.0	0.742	0.258
15894	"ENSG00000145246"	"ATP10D"	chr4	+	47535508	47535615	47525556	47525642	47535901	47536033	15894	18	0	31	2	200	100	0.0912054529119	0.314869914402	1.0	0.886	0.114
15895	"ENSG00000145246"	"ATP10D"	chr4	+	47582868	47582961	47582030	47582064	47587018	47587206	15895	6	5	3	3	192	100	0.829667750671	1.0	0.385	0.342	0.043
15897	"ENSG00000109158"	"GABRA4"	chr4	-	46971082	46971235	46964969	46965229	46974231	46974375	15897	85	4	40	0	200	100	0.0351342560192	0.167468198597	0.914	1.0	-0.086
15909	"ENSG00000115648"	"MLPH"	chr2	+	237519909	237520029	237518028	237518648	237525600	237525805	15909	119	7	51	1	200	100	0.114944864134	0.36860165354	0.895	0.962	-0.067
15910	"ENSG00000115648"	"MLPH"	chr2	+	237519909	237520029	237518028	237518648	237540347	237540533	15910	70	1	27	0	200	100	0.341650421461	0.632055561936	0.972	1.0	-0.028
15912	"ENSG00000115648"	"MLPH"	chr2	+	237534563	237534647	237527376	237527516	237540347	237540446	15912	47	20	44	3	183	100	0.000794112239113	0.0134504344096	0.562	0.889	-0.327
15913	"ENSG00000115648"	"MLPH"	chr2	+	237540801	237540957	237540347	237540533	237542566	237542659	15913	95	5	65	1	200	100	0.112189825237	0.363175138568	0.905	0.97	-0.065
15915	"ENSG00000164830"	"OXR1"	chr8	+	106737519	106737600	106713822	106713985	106739457	106739583	15915	88	8	41	2	180	100	0.306812192251	0.606703229039	0.859	0.919	-0.06
15916	"ENSG00000164830"	"OXR1"	chr8	+	106737519	106737600	106726106	106726309	106739457	106739583	15916	71	2	21	6	180	100	0.0024950705293	0.0287174213764	0.952	0.66	0.292
15918	"ENSG00000151806"	"GUF1"	chr4	+	44680440	44680552	44678428	44678787	44680693	44680842	15918	180	16	85	3	200	100	0.0730607180081	0.271668144059	0.849	0.934	-0.085
15919	"ENSG00000151806"	"GUF1"	chr4	+	44688006	44688146	44686509	44686713	44689285	44689409	15919	46	6	13	4	200	100	0.26238104859	0.584735097987	0.793	0.619	0.174
15923	"ENSG00000224078"	"SNHG14"	chr15	+	24998365	24998486	24981774	24982437	24998969	24999078	15923	83	1	52	1	200	100	0.979794675149	1.0	0.976	0.963	0.013
15924	"ENSG00000224078"	"SNHG14"	chr15	+	25053265	25053363	25051088	25051236	25053827	25053967	15924	2	20	0	13	197	100	0.347906075812	0.637404785464	0.048	0.0	0.048
15925	"ENSG00000224078"	"SNHG14"	chr15	+	25053827	25053967	25051101	25051236	25056482	25056622	15925	41	0	31	1	200	100	0.249598206352	0.581820514365	1.0	0.939	0.061
15926	"ENSG00000224078"	"SNHG14"	chr15	+	25055073	25055230	25053827	25053967	25056482	25056565	15926	5	21	9	18	200	100	0.230581707569	0.577871523455	0.106	0.2	-0.094
15927	"ENSG00000224078"	"SNHG14"	chr15	+	25056482	25056622	25053827	25053967	25059154	25059294	15927	62	1	44	0	200	100	0.322843342776	0.618108444643	0.969	1.0	-0.031
15928	"ENSG00000224078"	"SNHG14"	chr15	+	25064714	25064855	25061949	25062088	25070119	25070259	15928	54	0	27	1	200	100	0.353901133306	0.642850999793	1.0	0.931	0.069
